CID	command	name	comment
C10050	Remove	Gossypetin 8-rhamnoside	Incorrect value
C10051	Add	Gossypetin-8-O-glucoside	Fixing of an incorrect value
C10051	Remove	Gossypetin 8-O-glucoside	Incorrect value
C10073	Add	Quercetin-3-galactoside	Fixing of an incorrect value
C10073	Remove	Quercetin 3-galactoside	Incorrect value
C10101	Add	Usnic acid	Adding a default name to the common S version
C10104	Add	6-Methoxyluteolin-7-rhamnoside	Incorrect value
C10104	Remove	6-Methoxyluteolin 7-rhamnoside	Fixing of an incorrect value
C10108	Add	Myricetin-3-O-rhamnoside	Fixing of an incorrect value
C10108	Remove	Myricetin 3-O-rhamnoside	Incorrect value
C10114	Add	Luteolin-8-C-glucoside	Fixing of an incorrect value
C10114	Remove	Luteolin 8-C-glucoside	Incorrect value
C10216	Add	Daidzein-7-O-glucoside	Fixing of an incorrect value
C10216	Remove	Daidzein 7-O-glucoside	Incorrect value
C10316	Add	Chrysophanol-8-glucoside	Fixing of an incorrect value
C10316	Add	Chrysophanol-8-O-beta-D-glucoside	Fixing of an incorrect value
C15580	Add	Flavonol-7-O-beta-D-glucoside	Fixing of an incorrect value
C10316	Remove	Chrysophanol 8-glucoside	Incorrect value
C10316	Remove	Chrysophanol 8-O-beta-D-glucoside	Incorrect value
C15580	Remove	Flavonol 7-O-beta-D-glucoside	Incorrect value
C10345	Add	Emodin-8-glucoside	Fixing of an incorrect value
C10345	Remove	Emodin 8-glucoside	Incorrect value
C10381	Add	Obtusifolin-2-glucoside	Fixing of an incorrect value
C10381	Remove	Obtusifolin 2-glucoside	Incorrect value
C10384	Add	Physcion-8-glucoside	Fixing of an incorrect value
C10384	Add	Physcion-8-O-beta-D-monoglucoside	Fixing of an incorrect value
C10384	Remove	Physcion 8-glucoside	Incorrect value
C10384	Remove	Physcion 8-O-beta-D-monoglucoside	Incorrect value
C10420	Add	Genistein-8-C-glucoside	Fixing of an incorrect value
C10420	Remove	Genistein 8-C-glucoside	Incorrect value
C10447	Add	Dihydroxyphenylpropanoate	Adding a default name to the common version
C10447	Add	Dihydroxyphenylpropionic acid	Adding a default name to the common version
C10509	Add	Formononetin-7-O-glucoside	Fixing of an incorrect value
C10509	Remove	Formononetin 7-O-glucoside	Incorrect value
C11006	Add	DNT	Adding a default name to the common version
C11006	Add	Hydroxykynurenamine	Adding a default name to the common version
C11026	Add	Coumaphos-anti-dimer	Fixing of an incorrect value
C11027	Add	Coumaphos-syn-dimer	Fixing of an incorrect value
C11131	Add	2-Methoxy-estradiol-17beta-3-glucuronide	Fixing of an incorrect value
C11131	Remove	2-Methoxy-estradiol-17beta 3-glucuronide	Incorrect value
C11133	Add	Estrone-3-glucuronide	Fixing of an incorrect value
C11133	Add	Estrone-beta-D-glucuronide	Fixing of an incorrect value
C11133	Add	Estrone-glucuronide	Fixing of an incorrect value
C11133	Remove	Estrone 3-glucuronide	Incorrect value
C11133	Remove	Estrone beta-D-glucuronide	Incorrect value
C11133	Remove	Estrone glucuronide	Incorrect value
C11134	Add	Testosterone-17beta-(beta-D-glucuronide)	Fixing of an incorrect value
C11134	Add	Testosterone-glucuronide	Fixing of an incorrect value
C11134	Remove	Testosterone 17beta-(beta-D-glucuronide)	Incorrect value
C11134	Remove	Testosterone glucuronide	Incorrect value
C11174	Add	1-Diphosinositol-pentakisphosphate	Fixing of an incorrect value
C11174	Add	Diphospho-myo-inositol-pentakisphosphate	Fixing of an incorrect value
C11174	Add	D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate)-1-(trihydrogen diphosphate)	Fixing of an incorrect value
C11174	Remove	1-Diphosinositol pentakisphosphate	Incorrect value
C11174	Remove	Diphospho-myo-inositol pentakisphosphate	Incorrect value
C11174	Remove	D-myo-Inositol, 2,3,4,5,6-pentakis(dihydrogen phosphate) 1-(trihydrogen diphosphate)	Incorrect value
C11289	Add	Estradiol-17beta-glucuronide-3-sulfate	Fixing of an incorrect value
C11289	Remove	Estradiol 17beta-glucuronide 3-sulfate	Incorrect value
C11303	Add	S-Decyl-glutathione	Fixing of an incorrect value
C11303	Add	S-Decyl-GSH	Fixing of an incorrect value
C11303	Remove	S-Decyl glutathione	Incorrect value
C11303	Remove	S-Decyl GSH	Incorrect value
C11351	Add	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol-6-phosphate	Fixing of an incorrect value
C11351	Add	N1-Amidinostreptamine-6-phosphate	Fixing of an incorrect value
C11351	Remove	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 6-phosphate	Incorrect value
C11351	Remove	N1-Amidinostreptamine 6-phosphate	Incorrect value
C11407	Add	3-Isopropenyl-6-oxoheptanoyl-CoA	Addin a default name to the common R version
C11417	Add	Hydroxy-isopropenylheptanoate	Adding a default name to the common version
C11417	Add	Hydroxyisopropenylheptanoate	Adding a default name to the common version
C11420	Add	6-Hydroxy-5-isopropenyl-2-methylhexanoate	Adding a default name to the common version
C11420	Add	Hydroxy-isopropenyl-methylhexanoate	Adding a default name to the common version
C11420	Add	Hydroxyisopropenylmethylhexanoate	Adding a default name to the common version
C11434	Add	2-C-Methyl-erythritol 4-phosphate	Addin a default name to the common D version
C11434	Add	2-C-Methylerythritol 4-phosphate	Addin a default name to the common D version
C11437	Add	1-Deoxy-xylulose-5-phosphate	Adding a default name to the common D version
C11472	Add	glycero-manno-Heptose-1,7-bisphosphate	Adding a default name to the common version
C11496	Add	2-Hydroxypropyl-CoM	Adding a default name to the common R version
C11496	Add	Hydroxypropyl-CoM	Adding a default name to the common R version
C11516	Add	2-alpha-D-Mannosyl-3-phosphoglycerate	Adding a default name to the common version
C11516	Add	2-Mannosyl-3-phosphoglycerate	Adding a default name to the common version
C11516	Add	Mannosyl-phosphoglycerate	Adding a default name to the common version
C11516	Add	Mannosylphosphoglycerate	Adding a default name to the common version
C11526	Add	1D-myo-Inositol 5-diphosphate-1,2,3,4,6-pentakisphosphate	Fixing of an incorrect value
C11526	Add	1D-myo-Inositol-5-diphosphate pentakisphosphate	Fixing of an incorrect value
C11526	Add	5-Diphosphoinositol-pentakisphosphate	Fixing of an incorrect value
C11526	Remove	1D-myo-Inositol 5-diphosphate pentakisphosphate	Incorrect value
C11526	Remove	5-Diphosphoinositol pentakisphosphate	Incorrect value
C11537	Add	3-Sulfolactate	Adding a default name to the common R version
C11537	Add	Sulfolactate	Adding a default name to the common R version
C11548	Add	Glucosyl-glucose	Adding a default name to the common D version
C11548	Add	Glucosylglucose	Adding a default name to the common D version
C11555	Add	1D-myo-Inositol-1,4,5,6-tetrakisphosphate	Fixing of an incorrect value
C11555	Add	D-myo-Inositol-1,4,5,6-tetrakisphosphate	Fixing of an incorrect value
C11555	Add	Inositol-1,4,5,6-tetrakisphosphate	Fixing of an incorrect value
C11555	Remove	1D-myo-Inositol 1,4,5,6-tetrakisphosphate	Incorrect value
C11555	Remove	D-myo-Inositol 1,4,5,6-tetrakisphosphate	Incorrect value
C11555	Remove	Inositol 1,4,5,6-tetrakisphosphate	Incorrect value
C11585	Add	4-Methylumbelliferone-sulfate	Fixing of an incorrect value
C11585	Add	4-Methylumbelliferyl-sulfate	Fixing of an incorrect value
C11585	Remove	4-Methylumbelliferone sulfate	Incorrect value
C11585	Remove	4-Methylumbelliferyl sulfate	Incorrect value
C11657	Add	Iridodial-glucoside-tetraacetate	Fixing of an incorrect value
C11657	Remove	Iridodial glucoside tetraacetate	Incorrect value
C11818	Add	Canadine	Adding a default name to the common R version
C11901	Add	Labdadienyl-diphosphate	Fixing of an incorrect value
C11908	Add	3,6-Dideoxy-3-oxo-dTDP-glucose	Addin a default name to the common D version
C11908	Add	dTDP-3-oxo-6-deoxy-glucose	Addin a default name to the common D version
C11908	Add	dTDP-6-deoxy-ribo-hexos-3-ulose	Addin a default name to the common D version
C11911	Add	dTDP-desosamine	Addin a default name to the common D version
C11912	Add	dTDP-6-deoxy-allose	Addin a default name to the common D version
C11913	Add	Mycinose	Addin a default name to the common D version
C11923	Add	dTDP-olivose	Addin a default name to the common D version
C11925	Add	dTDP-3-amino-3,6-dideoxy-glucose	Addin a default name to the common D version
C11926	Add	dTDP-4-oxo-6-deoxy-allose	Addin a default name to the common D version
C11933	Add	dTDP-mycaminose	Addin a default name to the common D version
C12096	Add	Cyanidin-3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside	Fixing of an incorrect value
C12096	Remove	Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside	Incorrect value
C12137	Add	Pelargonidin-3-glucoside	Fixing of an incorrect value
C12137	Add	Pelargonidin-3-O-glucoside	Fixing of an incorrect value
C12137	Remove	Pelargonidin 3-glucoside	Incorrect value
C12137	Remove	Pelargonidin 3-O-glucoside	Incorrect value
C12138	Add	Delphinidin-3-glucoside	Fixing of an incorrect value
C12138	Add	Delphinidin-3-O-beta-D-glucoside	Fixing of an incorrect value
C12138	Add	Delphinidin-3-O-glucoside	Fixing of an incorrect value
C12138	Remove	Delphinidin 3-glucoside	Incorrect value
C12138	Remove	Delphinidin 3-O-beta-D-glucoside	Incorrect value
C12138	Remove	Delphinidin 3-O-glucoside	Incorrect value
C12139	Add	Petunidin-3-glucoside	Fixing of an incorrect value
C12139	Add	Petunidin-3-O-glucoside	Fixing of an incorrect value
C12139	Remove	Petunidin 3-glucoside	Incorrect value
C12139	Remove	Petunidin 3-O-glucoside	Incorrect value
C12141	Add	Peonidin-3-O-glucoside	Incorrect value
C12141	Remove	Peonidin 3-O-glucoside	Fixing of an incorrect value
C12147	Add	O-phospho-threonine	Adding a default name to the common L version
C12147	Add	Phosphothreonine	Adding a default name to the common L version
C12212	Remove	Kanosamine	Deleting the default name from the non default version
C12213	Add	D-Kanosamine-6-phosphate	Fixing of an incorrect value
C12213	Add	Kanosamine-6-phosphate	Fixing of an incorrect value
C12213	Remove	D-Kanosamine 6-phosphate	Incorrect value
C12213	Remove	Kanosamine 6-phosphate	Incorrect value
C12214	Add	Amino-D-fructose-6-phosphate	Fixing of an incorrect value
C12214	Add	Aminofructose-6-phosphate	Fixing of an incorrect value
C12214	Remove	Amino-D-fructose 6-phosphate	Incorrect value
C12214	Remove	Aminofructose 6-phosphate	Incorrect value
C12243	Add	(+/-)-gamma-Lycorane	Fixing of an incorrect value
C12249	Add	Kaempferol-3-O-beta-D-glucoside	Fixing of an incorrect value
C12249	Add	Kaempferol-3-O-glucoside	Fixing of an incorrect value
C12249	Remove	Kaempferol 3-O-beta-D-glucoside	Incorrect value
C12249	Remove	Kaempferol 3-O-glucoside	Incorrect value
C12323	Add	4-Hydroxyphenylglycine	Adding a default name to the common L version
C12326	Remove	Scoulerine	deduplication
C12328	Remove	Reticuline	deduplication
C12329	Remove	Norreticuline	Deletion of an incorrect value
C12430	Add	(R,S)-13-Dihydrodaunorubicin	Adding a default name to the common version
C12430	Remove	13-Dihydrodaunorubicin	deduplication
C12433	Add	13-Dihydrodaunorubicin	Adding a default name to the common S version
C12444	Add	dTDP-mycarose	Addin a default name to the common D version
C12446	Add	dTDP-2,6-dideoxy-galactose	Addin a default name to the common D version
C12632	Add	Luteolin-7-O-beta-D-diglucuronide	Fixing of an incorrect value
C12632	Remove	Luteolin 7-O-beta-D-diglucuronide	Incorrect value
C12639	Add	Quercetin-7-O-beta-D-glucoside	Fixing of an incorrect value
C12639	Remove	Quercetin 7-O-beta-D-glucoside	Incorrect value
C12640	Add	Pelargonidin-3-O-(6-caffeoyl-beta-D-glucoside)-5-O-beta-D-glucoside	Fixing of an incorrect value
C12640	Remove	Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside	Incorrect value
C12644	Add	Pelargonidin-3-O-rutinoside	Fixing of an incorrect value
C12644	Remove	Pelargonidin 3-O-rutinoside	Incorrect value
C12645	Add	Pelargonidin-3-O-rutinoside-5-O-beta-D-glucoside	Fixing of an incorrect value
C12645	Add	Pelargonidin-3-rutinoside-5-glucopyranoside	Fixing of an incorrect value
C12645	Remove	Pelargonidin 3-O-rutinoside 5-O-beta-D-glucoside	Incorrect value
C12645	Remove	Pelargonidin 3-rutinoside-5-glucopyranoside	Incorrect value
C12646	Add	Cyanidin-3-O-rutinoside-5-O-beta-D-glucoside	Fixing of an incorrect value
C12646	Remove	Cyanidin 3-O-rutinoside 5-O-beta-D-glucoside	Incorrect value
C12667	Add	Quercetin-3-O-sophoroside	Fixing of an incorrect value
C12667	Remove	Quercetin 3-O-sophoroside	Incorrect value
C12668	Add	Quercetin-3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside	Fixing of an incorrect value
C12668	Add	Quercetin-3-sophorotrioside	Fixing of an incorrect value
C12668	Remove	Quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside	Incorrect value
C12668	Remove	Quercetin 3-sophorotrioside	Incorrect value
C12986	Add	N2-Acetyl-aminoadipate	Adding a default name to the common L version
C13733	Add	2-Amino-tridecanoate	Adding a default name to the common L version
C13733	Add	2-Amino-tridecanoic acid	Adding a default name to the common L version
C13733	Add	2-Aminotridecanoic acid	Adding a default name to the common L version
C13733	Add	ATPA	Adding a default name to the common S version
C13945	Add	Oxodecanoate	Adding a default name to the common version
C13945	Add	Oxodecanoic acid	Adding a default name to the common version
C13952	Add	UDP-N-acetyl-galactosaminuronic acid	Addin a default name to the common D version
C14091	Add	Carboxynaphthalene	Adding a default name to the common version
C14091	Add	Naphthoic acid	Adding a default name to the common version
C14132	Add	Octylphenol	Adding a default name to the common version
C14145	Add	3-Hydroxyadipyl-CoA	Addin a default name to the common S version
C14385	Add	Ethylphenol	Adding a default name to the common version
C14428	Add	S-4-Chlorobenzyl-diethylthiocarbamate	Fixing of an incorrect value
C14428	Remove	S-4-Chlorobenzyl diethylthiocarbamate	Incorrect value
C14625	Add	9alpha-Fluoro-6alpha-methylprednisolone-21-acetate	Fixing of an incorrect value
C14625	Remove	9alpha-Fluoro-6alpha-methylprednisolone 21-acetate	Incorrect value
C14629	Add	Fluorometholone-17-acetate	Fixing of an incorrect value
C14629	Remove	Fluorometholone 17-acetate	Incorrect value
C14847	Add	3,4-Dihydro-3-hydroxy-4-S-glutathionyl-bromobenzene	Fixing of an incorrect value
C14847	Remove	3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene	Incorrect value
C14848	Add	2,3-Dihydro-2-S-glutathionyl-3-hydroxy-bromobenzene	Fixing of an incorrect value
C14848	Remove	2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene	Incorrect value
C14899	Add	3-Dehydro-L-gulonate-6-phosphate	Fixing of an incorrect value
C14899	Remove	3-Dehydro-L-gulonate 6-phosphate	Incorrect value
C15088	Add	4-Fluoro-17beta-hydroxyandrost-4-en-3-one-ropionate	Fixing of an incorrect value
C15088	Add	4-Fluorotestosterone-propionate	Fixing of an incorrect value
C15088	Remove	4-Fluoro-17beta-hydroxyandrost-4-en-3-one-ropionate	Incorrect value
C15088	Remove	4-Fluorotestosterone propionate	Incorrect value
C15106	Add	3-Oxopregn-4-ene-20beta-carboxaldehyde-dioxime	Fixing of an incorrect value
C15106	Remove	3-Oxopregn-4-ene-20beta-carboxaldehyde dioxime	Incorrect value
C15180	Add	17beta-Hydroxy-4-mercaptoandrost-4-en-3-one 4-acetate-17-propionate	Fixing of an incorrect value
C15180	Remove	17beta-Hydroxy-4-mercaptoandrost-4-en-3-one 4-acetate 17-propionate	Incorrect value
C15207	Add	17beta-Estradiol-3-(beta-D-glucuronide)-17-sulfate	Fixing of an incorrect value
C15207	Add	Estradiol-3-glucuronide-17beta-sulfate	Fixing of an incorrect value
C15207	Remove	17beta-Estradiol-3-(beta-D-glucuronide) 17-sulfate	Incorrect value
C15207	Remove	Estradiol 3-glucuronide 17beta-sulfate	Incorrect value
C15253	Add	16beta-Fluoro-17beta-hydroxyandrost-4-en-3-one-propionate	Fixing of an incorrect value
C15253	Add	16beta-Fluorotestosterone-propionate	Fixing of an incorrect value
C15253	Remove	16beta-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate	Incorrect value
C15253	Remove	16beta-Fluorotestosterone propionate	Incorrect value
C15266	Add	D-Homotestosterone-propionate	Fixing of an incorrect value
C15266	Add	Homotestosterone-propionate	Adding a default name to the common D version
C15266	Remove	D-Homotestosterone propionate	Incorrect value
C15275	Add	17-Hydroxy-6alpha-methylcorticosterone-21-acetate	Fixing of an incorrect value
C15275	Remove	17-Hydroxy-6alpha-methylcorticosterone 21-acetate	Incorrect value
C15321	Add	6alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one-propionate	Fixing of an incorrect value
C15321	Add	6alpha-Fluorotestosterone-propionate	Fixing of an incorrect value
C15321	Remove	6alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate	Incorrect value
C15321	Remove	6alpha-Fluorotestosterone propionate	Incorrect value
C15374	Add	17beta-Hydroxy-7alpha-methylandrost-4-en-3-one-propionate	Fixing of an incorrect value
C15374	Add	7alpha-Methyltestosterone-propionate	Fixing of an incorrect value
C15374	Remove	17beta-Hydroxy-7alpha-methylandrost-4-en-3-one propionate	Incorrect value
C15374	Remove	7alpha-Methyltestosterone propionate	Incorrect value
C15408	Add	2alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one-propionate	Fixing of an incorrect value
C15408	Add	2alpha-Fluorotestosterone-propionate	Fixing of an incorrect value
C15408	Remove	2alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate	Incorrect value
C15408	Remove	2alpha-Fluorotestosterone propionate	Incorrect value
C15532	Add	N-Acetyl-citrulline	Adding a default name to the common L version
C15555	Add	Flavonol-3-O-beta-D-glycoside	Fixing of an incorrect value
C15555	Add	Flavonol-3-O-D-glycoside	Fixing of an incorrect value
C15555	Add	Flavonol-3-O-glycoside	Addin a default name to the common D version
C15555	Remove	Flavonol 3-O-beta-D-glycoside	Incorrect value
C15555	Remove	Flavonol 3-O-D-glycoside	Incorrect value
C15559	Add	Glycochenodeoxycholate-7-sulfate	Fixing of an incorrect value
C15559	Remove	Glycochenodeoxycholate 7-sulfate	Incorrect value
C15563	Add	2-Amino-5-formylamino-6-5-phospho-ribosylamino-pyrimidin-4(3H)-one	Adding a default name to the common D version
C15563	Add	2-Amino-5-formylamino-6-5-phospho-ribosylaminopyrimidin-4(3H)-one	Adding a default name to the common D version
C15699	Add	gamma-Glutamylputrescine	Adding a default name to the common L version
C15924	Add	L-Gulose-1-phosphate	Fixing of an incorrect value
C15924	Remove	L-Gulose 1-phosphate	Incorrect value
C15926	Add	L-Galactose-1-phosphate	Fixing of an incorrect value
C15926	Remove	L-Galactose 1-phosphate	Incorrect value
C15980	Add	2-Methylbutanoyl-CoA	Addin a default name to the common D version
C15990	Add	1L-myo-Inositol-1,2,3,4,6-pentakisphosphate	Fixing of an incorrect value
C15990	Add	myo-Inositol-1,2,3,4,6-pentakisphosphate	Fixing of an incorrect value
C15990	Remove	1L-myo-Inositol 1,2,3,4,6-pentakisphosphate	Incorrect value
C15990	Remove	myo-Inositol 1,2,3,4,6-pentakisphosphate	Incorrect value
C15991	Add	myo-Inositol-pentakisphosphate	Fixing of an incorrect value
C15991	Remove	myo-Inositol pentakisphosphate	Incorrect value
C16070	Add	6-(alpha-D-Glucosaminyl)-1D-myo-inositol-1,2-cyclic-phosphate	Fixing of an incorrect value
C16070	Remove	6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate	Incorrect value
C16069	Add	(RS)-3-Sulfolactate	Addig a default name
C16069	Remove	3-Sulfolactate	deduplication
C16186	Add	L-Ascorbate-6-phosphate	Fixing of an incorrect value
C16186	Remove	L-Ascorbate 6-phosphate	Incorrect value
C16195	Add	Glycitein-7-O-glucoside	Fixing of an incorrect value
C16195	Remove	Glycitein 7-O-glucoside	Incorrect value
C16222	Add	Formononetin-7-O-glucoside-6''-O-malonate	Fixing of an incorrect value
C16222	Remove	Formononetin 7-O-glucoside-6''-O-malonate	Incorrect value
C16223	Add	Medicarpin-3-O-glucoside	Fixing of an incorrect value
C16223	Remove	Medicarpin 3-O-glucoside	Incorrect value
C16241	Add	Lipoate	Adding a default name to the common R version
C16241	Add	Lipoic acid	Adding a default name to the common R version
C16245	Add	Glucuronic acid	Addin a default name to the common D version
C16265	Add	N-Acetyl-DL-galactosamine-4-sulfate	Adding a default name to the common DL version
C16265	Remove	N-Acetylgalactosamine 4-sulfate	deduplication
C16287	Add	Thevetose	Adding a default name to the common D version
C16304	Add	Delphinidin-3-O-(6''-O-malonyl)-beta-D-glucoside-3'-O-beta-D-glucoside	Fixing of an incorrect value
C16304	Add	Delphinidin-3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside	Fixing of an incorrect value
C16304	Remove	Delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside-3'-O-beta-D-glucoside	Incorrect value
C16304	Remove	Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside	Incorrect value
C16307	Add	Delphinidin-3-O-sophoroside	Fixing of an incorrect value
C16307	Remove	Delphinidin 3-O-sophoroside	Incorrect value
C16312	Add	Delphinidin-3,5-diglucoside	Fixing of an incorrect value
C16312	Remove	Delphinidin 3,5-diglucoside	Incorrect value
C16313	Add	Delphinidin-3-glucoside-5-caffoyl-glucoside	Fixing of an incorrect value
C16313	Remove	Delphinidin 3-glucoside 5-caffoyl-glucoside	Incorrect value
C16314	Add	Delphinidin-3,5,3'-triglucoside	Fixing of an incorrect value
C16314	Remove	Delphinidin 3,5,3'-triglucoside	Incorrect value
C16350	Add	Cyanidin-3-O-beta-D-glucoside-5-O-(6-coumaroyl-beta-D-glucoside)	Fixing of an incorrect value
C16350	Remove	Cyanidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	Incorrect value
C16351	Add	Delphinidin-3-O-beta-D-glucoside-5-O-(6-coumaroyl-beta-D-glucoside)	Fixing of an incorrect value
C16351	Remove	Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	Incorrect value
C16353	Add	Methylxanthine	Adding a default name to the common version
C16355	Add	Methyluric acid	Adding a default name to the common version
C16371	Add	Pelargonidin-3-glucoside-5-caffeoylglucoside	Fixing of an incorrect value
C16371	Remove	Pelargonidin 3-glucoside 5-caffeoylglucoside	Incorrect value
C16372	Add	Cyanidin-3-glucoside-5-caffeoylglucoside	Fixing of an incorrect value
C16372	Remove	Cyanidin 3-glucoside 5-caffeoylglucoside	Incorrect value
C16401	Add	Methylphloroglucinol	Adding a default name to the common version
C16401	Add	Trihydroxytoluene	Adding a default name to the common version
C16406	Add	Chalcone-2'-O-glucoside	Fixing of an incorrect value
C16406	Remove	Chalcone 2'-O-glucoside	Incorrect value
C16407	Add	2',4,4',6'-Tetrahydroxychalcone-4'-O-beta-D-glucoside	Fixing of an incorrect value
C16407	Add	2',4,4',6'-Tetrahydroxychalcone-4'-O-glucoside	Fixing of an incorrect value
C16407	Add	Chalconaringenin-4'-glucoside	Fixing of an incorrect value
C16407	Add	THC-4'-glucoside	Fixing of an incorrect value
C16407	Remove	2',4,4',6'-Tetrahydroxychalcone 4'-O-glucoside	Incorrect value
C16407	Remove	THC 4'-glucoside	Incorrect value
C16408	Add	2',3,4,4',6'-Pentahydroxychalcone-4'-O-beta-D-glucoside	Fixing of an incorrect value
C16408	Add	2',3,4,4',6'-Peptahydroxychalcone-4'-O-glucoside	Fixing of an incorrect value
C16408	Add	PHC-4'-O-glucoside	Fixing of an incorrect value
C16408	Remove	2',3,4,4',6'-Peptahydroxychalcone 4'-O-glucoside	Incorrect value
C16409	Add	Aureusidin-6-O-glucoside	Fixing of an incorrect value
C16409	Remove	Aureusidin 6-O-glucoside	Incorrect value
C16410	Add	Bracteatin-6-O-beta-D-glucoside	Fixing of an incorrect value
C16410	Add	Bracteatin-6-O-glucoside	Fixing of an incorrect value
C16410	Remove	Bracteatin 6-O-glucoside	Incorrect value
C16422	Add	Hesperetin-7-O-glucoside	Fixing of an incorrect value
C16422	Remove	Hesperetin 7-O-glucoside	Incorrect value
C16429	Add	trans-Zeatin-riboside-diphosphate	Fixing of an incorrect value
C16429	Remove	trans-Zeatin riboside diphosphate	Incorrect value
C16433	Add	DL-Aspartate	adding after deletion
C16433	Add	DL-Aspartic acid	adding after deletion
C16433	Remove	Aspartate	deduplication
C16433	Remove	Aspartic acid	deduplication
C16434	Delete	Entry	deduplication
C16435	Add	DL-Proline	adding after deletion
C16435	Remove	Proline	deduplication
C16436	Delete	Entry	deduplication
C16438	Remove	Asparagine	deduplication
C16439	Delete	Entry	deduplication
C16440	Delete	Entry	deduplication
C16511	Add	Homocysteic acid	Adding a default name to the common L version
C16538	Add	1,5-Anhydro-mannitol	Addin a default name to the common D version
C16618	Add	6-Thioxanthine-5'-monophosphate	Fixing of an incorrect value
C16618	Remove	6-Thioxanthine 5'-monophosphate	Incorrect value
C16662	Add	alpha-Acetyl-N,N-dinormethadol	Adding a default name to the common L version
C16688	Add	Sucrose-6-phosphate	Fixing of an incorrect value
C16688	Remove	Sucrose 6-phosphate	Incorrect value
C16698	Add	N-Acetylmuramic-acid 6-phosphate	Fixing of an incorrect value
C16698	Remove	N-Acetylmuramic acid 6-phosphate	Incorrect value
C16741	Add	erythrohydroxylysine	Adding a default name to the common L version
C16741	Add	erythro-Hydroxylysine	Adding a default name to the common L version
C16741	Add	Hydroxy-lysine	Adding a default name to the common L version
C16741	Add	Hydroxylysine	Adding a default name to the common L version
C16742	Add	Allohydroxy-lysine	Adding a default name to the common L version
C16743	Add	Phosphoallohydroxylysine	Adding a default name to the common L version
C16759	Add	Allyl-cysteine	Addin a default name to the common L version
C16759	Add	Allylcysteine	Addin a default name to the common L version
C16884	Add	Threitol	Adding a default name to the common D version
C16911	Add	Kaempferol-3-O-alpha-L-rhamnoside	Fixing of an incorrect value
C16911	Remove	Kaempferol 3-O-alpha-L-rhamnoside	Incorrect value
C17087	Add	dTDP-3-amino-3,6-dideoxy-allose	Addin a default name to the common D version
C17235	Add	Homophenylalanine	Adding a default name to the common L version
C17252	Add	7-Methylthioheptyl-glucosinolate	Incorrect value
C17252	Remove	7-Methylthioheptyl glucosinolate	Fixing of an incorrect value
C17436	Add	di-trans,poly-cis-Heptaprenyl-diphosphate	Fixing of an incorrect value
C17436	Add	ditrans,tetracis-Heptaprenyl-diphosphate	Fixing of an incorrect value
C17436	Remove	di-trans,poly-cis-Heptaprenyl diphosphate	Incorrect value
C17436	Remove	ditrans,tetracis-Heptaprenyl diphosphate	Incorrect value
C17591	Add	Corytuberine	Adding a default name to the common S version
C17759	Add	1-Feruloyl-glucose	Adding a default name to the common D version
C17822	Add	Trimethoxytoluene	Adding a default name to the common version
C17925	Remove	alpha-Methylnoradrenaline	deduplication
C18031	Add	dTDP-angolosamine	Addin a default name to the common D version
C18033	Add	dTDP-4-amino-2,3,4,6-tetradeoxy-glucose	Addin a default name to the common D version
C18048	Add	N-Succinylcitrulline	Adding a default name to the common L version
C18050	Add	beta-D-Fructofuranosyl-alpha-D-mannopyranoside-6F-phosphate	Fixing of an incorrect value
C18050	Add	Mannosylfructose-6-phosphate	Fixing of an incorrect value
C18050	Remove	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate	Incorrect value
C18050	Remove	Mannosylfructose 6-phosphate	Incorrect value
C18096	Add	Allulose-6-phosphate	Adding a default name to the common D version
C18096	Add	D-Allulose-6-phosphate	Fixing of an incorrect value
C18096	Remove	D-Allulose 6-phosphate	Incorrect value
C18239	Add	Cyclic-pyranopterin-monophosphate	Adding a default value
C18239	Add	Precursor-Z	Adding a default value
C18312	Add	4-Methyl-oxoadipate	Adding a default name to the common version
